90045 silly lifecycle debug@2.6.3~preinstall: no script for preinstall, continuing
93669 info linkStuff lodash.escape@2.4.1
93670 silly linkStuff lodash.escape@2.4.1 has /Users/elaineo/Documents/etherwallet/node_modules/gulp-include/node_modules as its parent node_modules
93671 verbose linkBins lodash.escape@2.4.1
93672 verbose linkMans lodash.escape@2.4.1
93673 silly build lodash.templatesettings@2.4.1
93674 info linkStuff lodash.templatesettings@2.4.1
93675 silly linkStuff lodash.templatesettings@2.4.1 has /Users/elaineo/Documents/etherwallet/node_modules/gulp-include/node_modules as its parent node_modules
93676 verbose linkBins lodash.templatesettings@2.4.1
93677 verbose linkMans lodash.templatesettings@2.4.1
93678 silly build lodash.keys@2.4.1
93679 info linkStuff lodash.keys@2.4.1
93680 silly linkStuff lodash.keys@2.4.1 has /Users/elaineo/Documents/etherwallet/node_modules/lodash.defaults/node_modules as its parent node_modules
93681 verbose linkBins lodash.keys@2.4.1
93682 verbose linkMans lodash.keys@2.4.1
93683 silly build lodash.defaults@2.4.1
93684 info linkStuff lodash.defaults@2.4.1
93685 silly linkStuff lodash.defaults@2.4.1 has /Users/elaineo/Documents/etherwallet/node_modules as its parent node_modules
93686 verbose linkBins lodash.defaults@2.4.1
93687 verbose linkMans lodash.defaults@2.4.1
93688 silly build lodash.isplainobject@4.0.6
93689 info linkStuff lodash.isplainobject@4.0.6
93690 silly linkStuff lodash.isplainobject@4.0.6 has /Users/elaineo/Documents/etherwallet/node_modules as its parent node_modules
93691 verbose linkBins lodash.isplainobject@4.0.6
93692 verbose linkMans lodash.isplainobject@4.0.6
93693 silly build lodash.isstring@4.0.1
93694 info linkStuff lodash.isstring@4.0.1
93695 silly linkStuff lodash.isstring@4.0.1 has /Users/elaineo/Documents/etherwallet/node_modules as its parent node_modules
93696 verbose linkBins lodash.isstring@4.0.1
93697 verbose linkMans lodash.isstring@4.0.1
93698 silly build lodash.keys@3.1.2
93699 info linkStuff lodash.keys@3.1.2
93700 silly linkStuff lodash.keys@3.1.2 has /Users/elaineo/Documents/etherwallet/node_modules as its parent node_modules
93701 verbose linkBins lodash.keys@3.1.2
93702 verbose linkMans lodash.keys@3.1.2
93703 silly build lodash._baseassign@3.2.0
93704 info linkStuff lodash._baseassign@3.2.0
93705 silly linkStuff lodash._baseassign@3.2.0 has /Users/elaineo/Documents/etherwallet/node_modules as its parent node_modules
93706 verbose linkBins lodash._baseassign@3.2.0
93707 verbose linkMans lodash._baseassign@3.2.0
93708 silly build lodash._baseclone@3.3.0
93709 info linkStuff lodash._baseclone@3.3.0
93710 silly linkStuff lodash._baseclone@3.3.0 has /Users/elaineo/Documents/etherwallet/node_modules as its parent node_modules
93711 verbose linkBins lodash._baseclone@3.3.0
93712 verbose linkMans lodash._baseclone@3.3.0
93713 silly build lodash.clonedeep@3.0.2
93714 info linkStuff lodash.clonedeep@3.0.2
93715 silly linkStuff lodash.clonedeep@3.0.2 has /Users/elaineo/Documents/etherwallet/node_modules as its parent node_modules
93716 verbose linkBins lodash.clonedeep@3.0.2
93717 verbose linkMans lodash.clonedeep@3.0.2
93718 silly build lodash.mapvalues@4.6.0
93719 info linkStuff lodash.mapvalues@4.6.0
93720 silly linkStuff lodash.mapvalues@4.6.0 has /Users/elaineo/Documents/etherwallet/node_modules as its parent node_modules
93721 verbose linkBins lodash.mapvalues@4.6.0
93722 verbose linkMans lodash.mapvalues@4.6.0
93723 silly build lodash.memoize@3.0.4
93724 info linkStuff lodash.memoize@3.0.4
93725 silly linkStuff lodash.memoize@3.0.4 has /Users/elaineo/Documents/etherwallet/node_modules as its parent node_modules
93726 verbose linkBins lodash.memoize@3.0.4
93727 verbose linkMans lodash.memoize@3.0.4
93728 silly build lodash.merge@4.6.0
93729 info linkStuff lodash.merge@4.6.0
93730 silly linkStuff lodash.merge@4.6.0 has /Users/elaineo/Documents/etherwallet/node_modules as its parent node_modules
93731 verbose linkBins lodash.merge@4.6.0
93732 verbose linkMans lodash.merge@4.6.0
93733 silly build lodash.partialright@4.2.1
93734 info linkStuff lodash.partialright@4.2.1
93735 silly linkStuff lodash.partialright@4.2.1 has /Users/elaineo/Documents/etherwallet/node_modules as its parent node_modules
93736 verbose linkBins lodash.partialright@4.2.1
93737 verbose linkMans lodash.partialright@4.2.1
93738 silly build lodash.pick@4.4.0
93739 info linkStuff lodash.pick@4.4.0
93740 silly linkStuff lodash.pick@4.4.0 has /Users/elaineo/Documents/etherwallet/node_modules as its parent node_modules
93741 verbose linkBins lodash.pick@4.4.0
93742 verbose linkMans lodash.pick@4.4.0
93743 silly build lodash.restparam@3.6.1
93744 info linkStuff lodash.restparam@3.6.1
93745 silly linkStuff lodash.restparam@3.6.1 has /Users/elaineo/Documents/etherwallet/node_modules as its parent node_modules
93746 verbose linkBins lodash.restparam@3.6.1
93747 verbose linkMans lodash.restparam@3.6.1
93748 silly build lodash.templatesettings@3.1.1
93749 info linkStuff lodash.templatesettings@3.1.1
93750 silly linkStuff lodash.templatesettings@3.1.1 has /Users/elaineo/Documents/etherwallet/node_modules as its parent node_modules
93751 verbose linkBins lodash.templatesettings@3.1.1
93752 verbose linkMans lodash.templatesettings@3.1.1
93753 silly build lodash.template@3.6.2
93754 info linkStuff lodash.template@3.6.2
93755 silly linkStuff lodash.template@3.6.2 has /Users/elaineo/Documents/etherwallet/node_modules as its parent node_modules
93756 verbose linkBins lodash.template@3.6.2
93757 verbose linkMans lodash.template@3.6.2
93758 silly build lodash.uniq@4.5.0
93759 info linkStuff lodash.uniq@4.5.0
93760 silly linkStuff lodash.uniq@4.5.0 has /Users/elaineo/Documents/etherwallet/node_modules as its parent node_modules
93761 verbose linkBins lodash.uniq@4.5.0
93762 verbose linkMans lodash.uniq@4.5.0
93763 silly build caniuse-api@1.5.3
93764 info linkStuff caniuse-api@1.5.3
93765 silly linkStuff caniuse-api@1.5.3 has /Users/elaineo/Documents/etherwallet/node_modules as its parent node_modules
93766 verbose linkBins caniuse-api@1.5.3
93767 verbose linkMans caniuse-api@1.5.3
93768 silly build lodash.keys@2.4.1
93769 info linkStuff lodash.keys@2.4.1
93770 silly linkStuff lodash.keys@2.4.1 has /Users/elaineo/Documents/etherwallet/node_modules/lodash.values/node_modules as its parent node_modules
93771 verbose linkBins lodash.keys@2.4.1
93772 verbose linkMans lodash.keys@2.4.1
93773 silly build lodash.values@2.4.1
93774 info linkStuff lodash.values@2.4.1
93775 silly linkStuff lodash.values@2.4.1 has /Users/elaineo/Documents/etherwallet/node_modules as its parent node_modules
93776 verbose linkBins lodash.values@2.4.1
93777 verbose linkMans lodash.values@2.4.1
93778 silly build lodash.template@2.4.1
93779 info linkStuff lodash.template@2.4.1
93780 silly linkStuff lodash.template@2.4.1 has /Users/elaineo/Documents/etherwallet/node_modules/gulp-browserify/node_modules as its parent node_modules
93781 verbose linkBins lodash.template@2.4.1
93782 verbose linkMans lodash.template@2.4.1
93783 silly build lodash.template@2.4.1
93784 info linkStuff lodash.template@2.4.1
93785 silly linkStuff lodash.template@2.4.1 has /Users/elaineo/Documents/etherwallet/node_modules/gulp-clean/node_modules as its parent node_modules
93786 verbose linkBins lodash.template@2.4.1
93787 verbose linkMans lodash.template@2.4.1
93788 silly build lodash.template@2.4.1
93789 info linkStuff lodash.template@2.4.1
93790 silly linkStuff lodash.template@2.4.1 has /Users/elaineo/Documents/etherwallet/node_modules/gulp-include/node_modules as its parent node_modules
93791 verbose linkBins lodash.template@2.4.1
93792 verbose linkMans lodash.template@2.4.1
93793 silly build longest@1.0.1
93794 info linkStuff longest@1.0.1
93795 silly linkStuff longest@1.0.1 has /Users/elaineo/Documents/etherwallet/node_modules as its parent node_modules
93796 verbose linkBins longest@1.0.1
93797 verbose linkMans longest@1.0.1
93798 silly build lru-cache@2.7.3
93799 info linkStuff lru-cache@2.7.3
93800 silly linkStuff lru-cache@2.7.3 has /Users/elaineo/Documents/etherwallet/node_modules as its parent node_modules
93801 verbose linkBins lru-cache@2.7.3
93802 verbose linkMans lru-cache@2.7.3
93803 silly build macaddress@0.2.8
93804 info linkStuff macaddress@0.2.8
93805 silly linkStuff macaddress@0.2.8 has /Users/elaineo/Documents/etherwallet/node_modules as its parent node_modules
93806 verbose linkBins macaddress@0.2.8
93807 verbose linkMans macaddress@0.2.8
93808 silly build make-error@1.2.3
93809 info linkStuff make-error@1.2.3
93810 silly linkStuff make-error@1.2.3 has /Users/elaineo/Documents/etherwallet/node_modules as its parent node_modules
93811 verbose linkBins make-error@1.2.3
93812 verbose linkMans make-error@1.2.3
93813 silly build make-error-cause@1.2.2
93814 info linkStuff make-error-cause@1.2.2
93815 silly linkStuff make-error-cause@1.2.2 has /Users/elaineo/Documents/etherwallet/node_modules as its parent node_modules
93816 verbose linkBins make-error-cause@1.2.2
93817 verbose linkMans make-error-cause@1.2.2
93818 silly build map-cache@0.2.2
93819 info linkStuff map-cache@0.2.2
93820 silly linkStuff map-cache@0.2.2 has /Users/elaineo/Documents/etherwallet/node_modules as its parent node_modules
93821 verbose linkBins map-cache@0.2.2
93822 verbose linkMans map-cache@0.2.2
93823 silly build map-obj@1.0.1
93824 info linkStuff map-obj@1.0.1
93825 silly linkStuff map-obj@1.0.1 has /Users/elaineo/Documents/etherwallet/node_modules as its parent node_modules
93826 verbose linkBins map-obj@1.0.1
93827 verbose linkMans map-obj@1.0.1
93828 silly build camelcase-keys@2.1.0
93829 info linkStuff camelcase-keys@2.1.0
93830 silly linkStuff camelcase-keys@2.1.0 has /Users/elaineo/Documents/etherwallet/node_modules as its parent node_modules
93831 verbose linkBins camelcase-keys@2.1.0
93832 verbose linkMans camelcase-keys@2.1.0
93833 silly build map-stream@0.1.0
93834 info linkStuff map-stream@0.1.0
93835 silly linkStuff map-stream@0.1.0 has /Users/elaineo/Documents/etherwallet/node_modules as its parent node_modules
93836 verbose linkBins map-stream@0.1.0
93837 verbose linkMans map-stream@0.1.0
93838 silly build marked@0.3.6
93839 info linkStuff marked@0.3.6
93840 silly linkStuff marked@0.3.6 has /Users/elaineo/Documents/etherwallet/node_modules as its parent node_modules
93841 verbose linkBins marked@0.3.6
93842 verbose linkBins [ { marked: './bin/marked' },
93842 verbose linkBins   '/Users/elaineo/Documents/etherwallet/node_modules/.bin',
93842 verbose linkBins   false ]
93843 verbose linkMans marked@0.3.6
93844 silly gentlyRm /Users/elaineo/Documents/etherwallet/node_modules/.bin/marked is being purged
93845 verbose gentlyRm don't care about contents; nuking /Users/elaineo/Documents/etherwallet/node_modules/.bin/marked
93846 silly build math-expression-evaluator@1.2.16
93847 info linkStuff math-expression-evaluator@1.2.16
93848 silly linkStuff math-expression-evaluator@1.2.16 has /Users/elaineo/Documents/etherwallet/node_modules as its parent node_modules
93849 verbose linkBins math-expression-evaluator@1.2.16
93850 verbose linkMans math-expression-evaluator@1.2.16
93851 silly build media-typer@0.3.0
93852 info linkStuff media-typer@0.3.0
93853 silly linkStuff media-typer@0.3.0 has /Users/elaineo/Documents/etherwallet/node_modules as its parent node_modules
93854 verbose linkBins media-typer@0.3.0
93855 verbose linkMans media-typer@0.3.0
93856 silly build merge-descriptors@1.0.1
93857 info linkStuff merge-descriptors@1.0.1
93858 silly linkStuff merge-descriptors@1.0.1 has /Users/elaineo/Documents/etherwallet/node_modules as its parent node_modules
93859 verbose linkBins merge-descriptors@1.0.1
93860 verbose linkMans merge-descriptors@1.0.1
93861 silly build methods@1.1.2
93862 info linkStuff methods@1.1.2
93863 silly linkStuff methods@1.1.2 has /Users/elaineo/Documents/etherwallet/node_modules as its parent node_modules
93864 verbose linkBins methods@1.1.2
93865 verbose linkMans methods@1.1.2
93866 silly build miller-rabin@4.0.0
93867 info linkStuff miller-rabin@4.0.0
93868 silly linkStuff miller-rabin@4.0.0 has /Users/elaineo/Documents/etherwallet/node_modules as its parent node_modules
93869 verbose linkBins miller-rabin@4.0.0
93870 verbose linkBins [ { 'miller-rabin': 'bin/miller-rabin' },
93870 verbose linkBins   '/Users/elaineo/Documents/etherwallet/node_modules/.bin',
93870 verbose linkBins   false ]
93871 verbose linkMans miller-rabin@4.0.0
93872 silly gentlyRm /Users/elaineo/Documents/etherwallet/node_modules/.bin/miller-rabin is being purged
93873 verbose gentlyRm don't care about contents; nuking /Users/elaineo/Documents/etherwallet/node_modules/.bin/miller-rabin
93874 silly build mime@1.3.4
93875 info linkStuff mime@1.3.4
93876 silly linkStuff mime@1.3.4 has /Users/elaineo/Documents/etherwallet/node_modules as its parent node_modules
93877 verbose linkBins mime@1.3.4
93878 verbose linkBins [ { mime: 'cli.js' },
93878 verbose linkBins   '/Users/elaineo/Documents/etherwallet/node_modules/.bin',
93878 verbose linkBins   false ]
93879 verbose linkMans mime@1.3.4
93880 silly gentlyRm /Users/elaineo/Documents/etherwallet/node_modules/.bin/mime is being purged
93881 verbose gentlyRm don't care about contents; nuking /Users/elaineo/Documents/etherwallet/node_modules/.bin/mime
93882 silly build mime-db@1.27.0
93883 info linkStuff mime-db@1.27.0
93884 silly linkStuff mime-db@1.27.0 has /Users/elaineo/Documents/etherwallet/node_modules as its parent node_modules
93885 verbose linkBins mime-db@1.27.0
93886 verbose linkMans mime-db@1.27.0
93887 silly build mime-types@2.1.15
93888 info linkStuff mime-types@2.1.15
93889 silly linkStuff mime-types@2.1.15 has /Users/elaineo/Documents/etherwallet/node_modules as its parent node_modules
93890 verbose linkBins mime-types@2.1.15
93891 verbose linkMans mime-types@2.1.15
93892 silly build form-data@2.1.2
93893 info linkStuff form-data@2.1.2
93894 silly linkStuff form-data@2.1.2 has /Users/elaineo/Documents/etherwallet/node_modules as its parent node_modules
93895 verbose linkBins form-data@2.1.2
93896 verbose linkMans form-data@2.1.2
93897 silly build minimalistic-assert@1.0.0
93898 info linkStuff minimalistic-assert@1.0.0
93899 silly linkStuff minimalistic-assert@1.0.0 has /Users/elaineo/Documents/etherwallet/node_modules as its parent node_modules
93900 verbose linkBins minimalistic-assert@1.0.0
93901 verbose linkMans minimalistic-assert@1.0.0
93902 silly build asn1.js@4.9.1
93903 info linkStuff asn1.js@4.9.1
93904 silly linkStuff asn1.js@4.9.1 has /Users/elaineo/Documents/etherwallet/node_modules as its parent node_modules
93905 verbose linkBins asn1.js@4.9.1
93906 verbose linkMans asn1.js@4.9.1
93907 silly build des.js@1.0.0
93908 info linkStuff des.js@1.0.0
93909 silly linkStuff des.js@1.0.0 has /Users/elaineo/Documents/etherwallet/node_modules as its parent node_modules
93910 verbose linkBins des.js@1.0.0
93911 verbose linkMans des.js@1.0.0
93912 silly build browserify-des@1.0.0
93913 info linkStuff browserify-des@1.0.0
93914 silly linkStuff browserify-des@1.0.0 has /Users/elaineo/Documents/etherwallet/node_modules as its parent node_modules
93915 verbose linkBins browserify-des@1.0.0
93916 verbose linkMans browserify-des@1.0.0
93917 silly build minimalistic-crypto-utils@1.0.1
93918 info linkStuff minimalistic-crypto-utils@1.0.1
93919 silly linkStuff minimalistic-crypto-utils@1.0.1 has /Users/elaineo/Documents/etherwallet/node_modules as its parent node_modules
93920 verbose linkBins minimalistic-crypto-utils@1.0.1
93921 verbose linkMans minimalistic-crypto-utils@1.0.1
93922 silly build hmac-drbg@1.0.0
93923 info linkStuff hmac-drbg@1.0.0
93924 silly linkStuff hmac-drbg@1.0.0 has /Users/elaineo/Documents/etherwallet/node_modules as its parent node_modules
93925 verbose linkBins hmac-drbg@1.0.0
93926 verbose linkMans hmac-drbg@1.0.0
93927 silly build elliptic@6.4.0
93928 info linkStuff elliptic@6.4.0
93929 silly linkStuff elliptic@6.4.0 has /Users/elaineo/Documents/etherwallet/node_modules as its parent node_modules
93930 verbose linkBins elliptic@6.4.0
93931 verbose linkMans elliptic@6.4.0
93932 silly build create-ecdh@4.0.0
93933 info linkStuff create-ecdh@4.0.0
93934 silly linkStuff create-ecdh@4.0.0 has /Users/elaineo/Documents/etherwallet/node_modules as its parent node_modules
93935 verbose linkBins create-ecdh@4.0.0
93936 verbose linkMans create-ecdh@4.0.0
93937 silly build minimatch@3.0.3
93938 info linkStuff minimatch@3.0.3
93939 silly linkStuff minimatch@3.0.3 has /Users/elaineo/Documents/etherwallet/node_modules as its parent node_modules
93940 verbose linkBins minimatch@3.0.3
93941 verbose linkMans minimatch@3.0.3
93942 silly build minimist@1.2.0
93943 info linkStuff minimist@1.2.0
93944 silly linkStuff minimist@1.2.0 has /Users/elaineo/Documents/etherwallet/node_modules as its parent node_modules
93945 verbose linkBins minimist@1.2.0
93946 verbose linkMans minimist@1.2.0
93947 silly build minimist@0.0.8
93948 info linkStuff minimist@0.0.8
93949 silly linkStuff minimist@0.0.8 has /Users/elaineo/Documents/etherwallet/node_modules/mkdirp/node_modules as its parent node_modules
93950 verbose linkBins minimist@0.0.8
93951 verbose linkMans minimist@0.0.8
93952 silly build mkdirp@0.5.1
93953 info linkStuff mkdirp@0.5.1
93954 silly linkStuff mkdirp@0.5.1 has /Users/elaineo/Documents/etherwallet/node_modules as its parent node_modules
93955 verbose linkBins mkdirp@0.5.1
93956 verbose linkBins [ { mkdirp: 'bin/cmd.js' },
93956 verbose linkBins   '/Users/elaineo/Documents/etherwallet/node_modules/.bin',
93956 verbose linkBins   false ]
93957 verbose linkMans mkdirp@0.5.1
93958 silly gentlyRm /Users/elaineo/Documents/etherwallet/node_modules/.bin/mkdirp is being purged
93959 verbose gentlyRm don't care about contents; nuking /Users/elaineo/Documents/etherwallet/node_modules/.bin/mkdirp
93960 silly build ms@0.7.2
93961 info linkStuff ms@0.7.2
93962 silly linkStuff ms@0.7.2 has /Users/elaineo/Documents/etherwallet/node_modules as its parent node_modules
93963 verbose linkBins ms@0.7.2
93964 verbose linkMans ms@0.7.2
93965 silly build debug@2.6.1
93966 info linkStuff debug@2.6.1
93967 silly linkStuff debug@2.6.1 has /Users/elaineo/Documents/etherwallet/node_modules as its parent node_modules
93968 verbose linkBins debug@2.6.1
93969 verbose linkMans debug@2.6.1
93970 silly build debug@2.6.3
93971 info linkStuff debug@2.6.3
93972 silly linkStuff debug@2.6.3 has /Users/elaineo/Documents/etherwallet/node_modules/finalhandler/node_modules as its parent node_modules
93973 verbose linkBins debug@2.6.3
93974 verbose linkMans debug@2.6.3
93975 silly build isarray@0.0.1
93976 info linkStuff isarray@0.0.1
93977 silly linkStuff isarray@0.0.1 has /Users/elaineo/Documents/etherwallet/node_modules/multipipe/node_modules as its parent node_modules
93978 verbose linkBins isarray@0.0.1
93979 verbose linkMans isarray@0.0.1
93980 silly build nan@2.6.0
93981 info linkStuff nan@2.6.0
93982 silly linkStuff nan@2.6.0 has /Users/elaineo/Documents/etherwallet/node_modules as its parent node_modules
93983 verbose linkBins nan@2.6.0
93984 verbose linkMans nan@2.6.0
93985 silly build natives@1.1.0
93986 info linkStuff natives@1.1.0
93987 silly linkStuff natives@1.1.0 has /Users/elaineo/Documents/etherwallet/node_modules as its parent node_modules
93988 verbose linkBins natives@1.1.0
93989 verbose linkMans natives@1.1.0
93990 silly build graceful-fs@3.0.11
93991 info linkStuff graceful-fs@3.0.11
93992 silly linkStuff graceful-fs@3.0.11 has /Users/elaineo/Documents/etherwallet/node_modules as its parent node_modules
93993 verbose linkBins graceful-fs@3.0.11
93994 verbose linkMans graceful-fs@3.0.11
93995 silly build negotiator@0.6.1
93996 info linkStuff negotiator@0.6.1
93997 silly linkStuff negotiator@0.6.1 has /Users/elaineo/Documents/etherwallet/node_modules as its parent node_modules
93998 verbose linkBins negotiator@0.6.1
93999 verbose linkMans negotiator@0.6.1
94000 silly build accepts@1.3.3
94001 info linkStuff accepts@1.3.3
94002 silly linkStuff accepts@1.3.3 has /Users/elaineo/Documents/etherwallet/node_modules as its parent node_modules
94003 verbose linkBins accepts@1.3.3
94004 verbose linkMans accepts@1.3.3
94005 silly build node-abi@2.0.0
94006 info linkStuff node-abi@2.0.0
94007 silly linkStuff node-abi@2.0.0 has /Users/elaineo/Documents/etherwallet/node_modules as its parent node_modules
94008 verbose linkBins node-abi@2.0.0
94009 verbose linkMans node-abi@2.0.0
94010 silly build semver@5.3.0
94011 info linkStuff semver@5.3.0
94012 silly linkStuff semver@5.3.0 has /Users/elaineo/Documents/etherwallet/node_modules/node-notifier/node_modules as its parent node_modules
94013 verbose linkBins semver@5.3.0
94014 verbose linkBins [ { semver: './bin/semver' },
94014 verbose linkBins   '/Users/elaineo/Documents/etherwallet/node_modules/node-notifier/node_modules/.bin',
94014 verbose linkBins   false ]
94015 verbose linkMans semver@5.3.0
94016 silly gentlyRm /Users/elaineo/Documents/etherwallet/node_modules/node-notifier/node_modules/.bin/semver is being purged
94017 verbose gentlyRm don't care about contents; nuking /Users/elaineo/Documents/etherwallet/node_modules/node-notifier/node_modules/.bin/semver
94018 silly build node.extend@1.1.6
94019 info linkStuff node.extend@1.1.6
94020 silly linkStuff node.extend@1.1.6 has /Users/elaineo/Documents/etherwallet/node_modules as its parent node_modules
94021 verbose linkBins node.extend@1.1.6
94022 verbose linkMans node.extend@1.1.6
94023 silly build noop-logger@0.1.1
94024 info linkStuff noop-logger@0.1.1
94025 silly linkStuff noop-logger@0.1.1 has /Users/elaineo/Documents/etherwallet/node_modules as its parent node_modules
94026 verbose linkBins noop-logger@0.1.1
94027 verbose linkMans noop-logger@0.1.1
94028 silly build normalize-range@0.1.2
94029 info linkStuff normalize-range@0.1.2
94030 silly linkStuff normalize-range@0.1.2 has /Users/elaineo/Documents/etherwallet/node_modules as its parent node_modules
94031 verbose linkBins normalize-range@0.1.2
94032 verbose linkMans normalize-range@0.1.2
94033 silly build abbrev@1.0.9
94034 info linkStuff abbrev@1.0.9
94035 silly linkStuff abbrev@1.0.9 has /Users/elaineo/Documents/etherwallet/node_modules/npm/node_modules as its parent node_modules
94036 verbose linkBins abbrev@1.0.9
94037 verbose linkMans abbrev@1.0.9
94038 silly build ansi-regex@2.0.0
94039 info linkStuff ansi-regex@2.0.0
94040 silly linkStuff ansi-regex@2.0.0 has /Users/elaineo/Documents/etherwallet/node_modules/npm/node_modules as its parent node_modules
94041 verbose linkBins ansi-regex@2.0.0
94042 verbose linkMans ansi-regex@2.0.0
94043 silly build ansicolors@0.3.2
94044 info linkStuff ansicolors@0.3.2
94045 silly linkStuff ansicolors@0.3.2 has /Users/elaineo/Documents/etherwallet/node_modules/npm/node_modules as its parent node_modules
94046 verbose linkBins ansicolors@0.3.2
94047 verbose linkMans ansicolors@0.3.2
94048 silly build ansistyles@0.1.3
94049 info linkStuff ansistyles@0.1.3
94050 silly linkStuff ansistyles@0.1.3 has /Users/elaineo/Documents/etherwallet/node_modules/npm/node_modules as its parent node_modules
94051 verbose linkBins ansistyles@0.1.3
94052 verbose linkMans ansistyles@0.1.3
94053 silly build aproba@1.0.4
94054 info linkStuff aproba@1.0.4
94055 silly linkStuff aproba@1.0.4 has /Users/elaineo/Documents/etherwallet/node_modules/npm/node_modules as its parent node_modules
94056 verbose linkBins aproba@1.0.4
94057 verbose linkMans aproba@1.0.4
94058 silly build archy@1.0.0
94059 info linkStuff archy@1.0.0
94060 silly linkStuff archy@1.0.0 has /Users/elaineo/Documents/etherwallet/node_modules/npm/node_modules as its parent node_modules
94061 verbose linkBins archy@1.0.0
94062 verbose linkMans archy@1.0.0
94063 silly build asap@2.0.5
94064 info linkStuff asap@2.0.5
94065 silly linkStuff asap@2.0.5 has /Users/elaineo/Documents/etherwallet/node_modules/npm/node_modules as its parent node_modules
94066 verbose linkBins asap@2.0.5
94067 verbose linkMans asap@2.0.5
94068 silly build chownr@1.0.1
94069 info linkStuff chownr@1.0.1
94070 silly linkStuff chownr@1.0.1 has /Users/elaineo/Documents/etherwallet/node_modules/npm/node_modules as its parent node_modules
94071 verbose linkBins chownr@1.0.1
94072 verbose linkMans chownr@1.0.1
94073 silly build clone@1.0.2
94074 info linkStuff clone@1.0.2
94075 silly linkStuff clone@1.0.2 has /Users/elaineo/Documents/etherwallet/node_modules/npm/node_modules/columnify/node_modules/wcwidth/node_modules/defaults/node_modules as its parent node_modules
94076 verbose linkBins clone@1.0.2
94077 verbose linkMans clone@1.0.2
94078 silly build defaults@1.0.3
94079 info linkStuff defaults@1.0.3
94080 silly linkStuff defaults@1.0.3 has /Users/elaineo/Documents/etherwallet/node_modules/npm/node_modules/columnify/node_modules/wcwidth/node_modules as its parent node_modules
94081 verbose linkBins defaults@1.0.3
94082 verbose linkMans defaults@1.0.3
94083 silly build wcwidth@1.0.0
94084 info linkStuff wcwidth@1.0.0
94085 silly linkStuff wcwidth@1.0.0 has /Users/elaineo/Documents/etherwallet/node_modules/npm/node_modules/columnify/node_modules as its parent node_modules
94086 verbose linkBins wcwidth@1.0.0
94087 verbose linkMans wcwidth@1.0.0
94088 silly build proto-list@1.2.4
94089 info linkStuff proto-list@1.2.4
94090 silly linkStuff proto-list@1.2.4 has /Users/elaineo/Documents/etherwallet/node_modules/npm/node_modules/config-chain/node_modules as its parent node_modules
94091 verbose linkBins proto-list@1.2.4
94092 verbose linkMans proto-list@1.2.4
94093 silly build debuglog@1.0.1
94094 info linkStuff debuglog@1.0.1
94095 silly linkStuff debuglog@1.0.1 has /Users/elaineo/Documents/etherwallet/node_modules/npm/node_modules as its parent node_modules
94096 verbose linkBins debuglog@1.0.1
94097 verbose linkMans debuglog@1.0.1
94098 silly build editor@1.0.0
94099 info linkStuff editor@1.0.0
94100 silly linkStuff editor@1.0.0 has /Users/elaineo/Documents/etherwallet/node_modules/npm/node_modules as its parent node_modules
94101 verbose linkBins editor@1.0.0
94102 verbose linkMans editor@1.0.0
94103 silly build balanced-match@0.4.2
94104 info linkStuff balanced-match@0.4.2
94105 silly linkStuff balanced-match@0.4.2 has /Users/elaineo/Documents/etherwallet/node_modules/npm/node_modules/fstream-npm/node_modules/fstream-ignore/node_modules/minimatch/node_modules/brace-expansion/node_modules as its parent node_modules
94106 verbose linkBins balanced-match@0.4.2
94107 verbose linkMans balanced-match@0.4.2
94108 silly build concat-map@0.0.1
94109 info linkStuff concat-map@0.0.1
94110 silly linkStuff concat-map@0.0.1 has /Users/elaineo/Documents/etherwallet/node_modules/npm/node_modules/fstream-npm/node_modules/fstream-ignore/node_modules/minimatch/node_modules/brace-expansion/node_modules as its parent node_modules
94111 verbose linkBins concat-map@0.0.1
94112 verbose linkMans concat-map@0.0.1
94113 silly build brace-expansion@1.1.6
94114 info linkStuff brace-expansion@1.1.6
94115 silly linkStuff brace-expansion@1.1.6 has /Users/elaineo/Documents/etherwallet/node_modules/npm/node_modules/fstream-npm/node_modules/fstream-ignore/node_modules/minimatch/node_modules as its parent node_modules
94116 verbose linkBins brace-expansion@1.1.6
94117 verbose linkMans brace-expansion@1.1.6
94118 silly build minimatch@3.0.3
94119 info linkStuff minimatch@3.0.3
94120 silly linkStuff minimatch@3.0.3 has /Users/elaineo/Documents/etherwallet/node_modules/npm/node_modules/fstream-npm/node_modules/fstream-ignore/node_modules as its parent node_modules
94121 verbose linkBins minimatch@3.0.3
94122 verbose linkMans minimatch@3.0.3
94123 silly build fs.realpath@1.0.0
94124 info linkStuff fs.realpath@1.0.0
94125 silly linkStuff fs.realpath@1.0.0 has /Users/elaineo/Documents/etherwallet/node_modules/npm/node_modules/glob/node_modules as its parent node_modules
94126 verbose linkBins fs.realpath@1.0.0
94127 verbose linkMans fs.realpath@1.0.0
94128 silly build balanced-match@0.4.2
94129 info linkStuff balanced-match@0.4.2
94130 silly linkStuff balanced-match@0.4.2 has /Users/elaineo/Documents/etherwallet/node_modules/npm/node_modules/glob/node_modules/minimatch/node_modules/brace-expansion/node_modules as its parent node_modules
94131 verbose linkBins balanced-match@0.4.2
94132 verbose linkMans balanced-match@0.4.2
94133 silly build concat-map@0.0.1
94134 info linkStuff concat-map@0.0.1
